,dsf_number_s_,final_estimate_of_actual_costs_through_end_of_phase_amount,project_budget_amount,project_building_identifier,project_description,project_geographic_district_,project_phase_actual_end_date,project_phase_actual_start_date,project_phase_name,project_phase_planned_end_date,project_school_name,project_status_name,project_type_,total_phase_actual_spending_amount,budget_label
577,DSF: 0000776740,98645,DIIT,K117,CLASSROOM CONNECTIVITY,13,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,KNWLEDGE & PWR PREP VII MIDDLE,In-Progress,DIIT - Project Conne,0,3
578,"DSF: 0000757040, 0000779532, 0000779533",74706,737451,K117,EXTERIOR MASONRY/PARAPETS/ROOFS,13,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,"CM, F&E",2017-08-09 00:00:00,BROOKLYN COMM. HS OF COMM. - K,In-Progress,SCA CIP,74573,2
579,"DSF: 0000757040, 0000779532, 0000779533",10717517,11851875,K117,EXTERIOR MASONRY/PARAPETS/ROOFS,13,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,Construction,2017-08-09 00:00:00,BROOKLYN COMM. HS OF COMM. - K,In-Progress,SCA CIP,17449,3
580,"DSF: 0000757040, 0000779532, 0000779533",496393,632100,K117,EXTERIOR MASONRY/PARAPETS/ROOFS,13,2014-09-10 00:00:00,2014-04-08 00:00:00,Design,2014-09-08 00:00:00,BROOKLYN COMM. HS OF COMM. - K,Complete,SCA CIP,384958,2
581,"DSF: 0000757040, 0000779532, 0000779533",198500,158025,K117,EXTERIOR MASONRY/PARAPETS/ROOFS,13,2014-03-07 00:00:00,2013-10-17 00:00:00,Scope,2014-03-07 00:00:00,BROOKLYN COMM. HS OF COMM. - K,Complete,SCA CIP,189207,1
582,DSF: 0000776742,294371,DIIT,K119,CLASSROOM CONNECTIVITY,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 119 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
583,"DSF: 0000757056, 0000757060",153913,217696,K119,RPZ VALVES/LOW VOLT ELEC SYSTEM,22,2015-07-13 00:00:00,2014-08-04 00:00:00,"CM, F&E",2015-08-03 00:00:00,P.S. 119 - BROOKLYN,Complete,SCA CIP,152965,2
586,"DSF: 0000757056, 0000757060",1049156,1083743,K119,RPZ VALVES/LOW VOLT ELEC SYSTEM,22,2015-07-13 00:00:00,2014-08-04 00:00:00,Construction,2015-08-03 00:00:00,P.S. 119 - BROOKLYN,Complete,SCA CIP,878583,2
587,"DSF: 0000757056, 0000757060",161224,85186,K119,RPZ VALVES/LOW VOLT ELEC SYSTEM,22,2014-05-21 00:00:00,2013-11-26 00:00:00,Design,2014-06-02 00:00:00,P.S. 119 - BROOKLYN,Complete,SCA CIP,160276,1
589,"DSF: 0000757056, 0000757060",42255,28396,K119,RPZ VALVES/LOW VOLT ELEC SYSTEM,22,2013-11-19 00:00:00,2013-09-09 00:00:00,Scope,2013-12-10 00:00:00,P.S. 119 - BROOKLYN,Complete,SCA CIP,42255,0
590,"DSF: 0000779550, 0000798251",15374,90384,K119,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,22,2015-12-10 00:00:00,2015-10-07 00:00:00,Scope,2016-03-14 00:00:00,P.S. 119 - BROOKLYN,Complete,SCA CIP,15374,1
591,DSF: 0000776314,164632,DIIX,K121,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,21,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 121 - BROOKLYN,In-Progress,DIIT - PBX Telephone,0,3
592,DSF:,40221,DOEL,K121,LEAD PAINT ABATEMENT,21,2015-05-20 00:00:00,2015-05-01 00:00:00,Construction,2015-05-20 00:00:00,P.S. 121 - BROOKLYN,Complete,DOE - Lead Paint,40221,3
593,DSF: 0000800448,100000,100000,K121,FY15 RESO A ELECTRICAL SYSTEMS,21,2017-05-02 15:32:05.469136,2015-04-29 00:00:00,Construction,DOER,P.S. 121 - BROOKLYN,In-Progress,DOE- RESOA,21422,1
594,DSF: 0000776745,365656,DIIT,K123,CLASSROOM CONNECTIVITY,32,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 123 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
595,DSF: 0000800554,49496,50000,K123,FY15 RESO A TECHNOLOGY,32,2015-09-17 00:00:00,2015-06-30 00:00:00,Purch & Install,2015-08-12 00:00:00,P.S. 123 - BROOKLYN,Complete,DIIT - RESOA,49496,0
596,DSF: 0000798826,35000,35000,K123,FY14 RESO A ROOM CONVERSIONS / PART,32,2017-05-02 15:32:05.469136,2014-09-29 00:00:00,Construction,DOER,P.S. 123 - BROOKLYN,In-Progress,DOE- RESOA,13393,0
597,"DSF: 0000753103, 0000757105, 0000757108, 0000757112, 0000779611",151880,692263,K123,ROOFS/FLOOD/CORRIDOR FLOORS/EXT MASONRY/PAVED AREA,32,2017-05-02 15:32:05.469136,2015-06-11 00:00:00,"CM, F&E",2016-12-01 00:00:00,P.S. 123,In-Progress,SCA CIP,146148,2
598,DSF: 0000776040,151570,190295,K123,IP SURVEILLANCE CAMERAS,32,2015-09-30 00:00:00,2014-07-14 00:00:00,"CM, F&E",2015-05-09 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,147602,1
599,DSF: 0000757104,111400,206953,K123,FIRE ALARM,32,2015-08-10 00:00:00,2014-08-11 00:00:00,"CM, F&E",2015-08-10 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,111023,2
600,DSF: 0000757104,963231,1077097,K123,FIRE ALARM,32,2015-08-10 00:00:00,2014-08-11 00:00:00,Construction,2015-08-10 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,919491,2
601,DSF: 0000776040,369640,411925,K123,IP SURVEILLANCE CAMERAS,32,2015-09-30 00:00:00,2014-07-14 00:00:00,Construction,2015-05-09 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,319687,2
602,"DSF: 0000753103, 0000757105, 0000757108, 0000757112, 0000779611",9919025,10894188,K123,ROOFS/FLOOD/CORRIDOR FLOORS/EXT MASONRY/PAVED AREA,32,2017-05-02 15:32:05.469136,2015-06-11 00:00:00,Construction,2016-12-01 00:00:00,P.S. 123,In-Progress,SCA CIP,2289038,3
603,"DSF: 0000753103, 0000757105, 0000757108, 0000757112, 0000779611",450366,583341,K123,ROOFS/FLOOD/CORRIDOR FLOORS/EXT MASONRY/PAVED AREA,32,2014-07-28 00:00:00,2013-07-17 00:00:00,Design,2013-12-18 00:00:00,P.S. 123,Complete,SCA CIP,349223,2
604,DSF: 0000757104,108907,79959,K123,FIRE ALARM,32,2014-03-10 00:00:00,2013-04-10 00:00:00,Design,2013-06-14 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,108712,1
605,DSF: 0000776040,19115,32378,K123,IP SURVEILLANCE CAMERAS,32,2014-04-17 00:00:00,2014-01-10 00:00:00,Design,2014-05-15 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,18566,0
606,"DSF: 0000753103, 0000757105, 0000757108, 0000757112, 0000779611",122086,146684,K123,ROOFS/FLOOD/CORRIDOR FLOORS/EXT MASONRY/PAVED AREA,32,2013-02-01 00:00:00,2012-06-07 00:00:00,Scope,2012-10-23 00:00:00,P.S. 123,Complete,SCA CIP,118547,1
607,DSF: 0000776040,15617,10793,K123,IP SURVEILLANCE CAMERAS,32,2014-01-09 00:00:00,2013-06-27 00:00:00,Scope,2013-11-25 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,15617,0
608,DSF: 0000757104,23065,28221,K123,FIRE ALARM,32,2013-04-10 00:00:00,2013-01-14 00:00:00,Scope,2013-04-15 00:00:00,P.S. 123 - BROOKLYN,Complete,SCA CIP,23065,0
609,DSF: 0000779630,198770,DOES,K124,BATHROOM UPGRADE ROOMS B9 AND B12,15,2017-05-02 15:32:05.469136,2014-11-26 00:00:00,Construction,DOES,P.S. 124 - BROOKLYN,In-Progress,DOE - Skilled Trades,198770,3
612,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",222154,222154,K124,FLOOD/ROOFS/PARAPETS/EXT MASONRY,15,2017-05-02 15:32:05.469136,2015-12-08 00:00:00,Design,2016-05-10 00:00:00,P.S. 124 - BROOKLYN,In-Progress,SCA CIP,5074,2
613,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",61563,71973,K124,FLOOD/ROOFS/PARAPETS/EXT MASONRY,15,2015-11-02 00:00:00,2015-04-27 00:00:00,Scope,2015-09-10 00:00:00,P.S. 124 - BROOKLYN,Complete,SCA CIP,24397,1
614,DSF: 0000776747,30631,DIIT,K126,CLASSROOM CONNECTIVITY,14,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,J.H.S. 126 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
615,DSF: 0000779649,5000,DOES,K126,DUAL FUEL ACE PROGRAM,14,2017-05-02 15:32:05.469136,2014-07-23 00:00:00,Construction,DOES,J.H.S. 126 - BROOKLYN,In-Progress,DOE - Skilled Trades,0,3
616,DSF: 0000779649,1493641,DOES,K126,DUAL FUEL ACE PROGRAM,14,2017-05-02 15:32:05.469136,2015-06-18 00:00:00,Construction,DOES,J.H.S. 126 - BROOKLYN,In-Progress,DOE - Skilled Trades,1193490,3
617,DSF: 0000776748,244236,DIIT,K127,CLASSROOM CONNECTIVITY,20,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 127 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
618,DSF: 0000776749,326430,DIIT,K128,CLASSROOM CONNECTIVITY,21,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 128 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
620,DSF: 0000800301,5888,177269,K128,INTERIOR FIRE ALARM SYSTEM,21,2017-05-02 15:32:05.469136,2015-11-16 00:00:00,"CM, F&E",2016-11-14 00:00:00,P.S. 128 - BROOKLYN,In-Progress,SCA CIP,5888,1
622,DSF: 0000800301,847702,922603,K128,INTERIOR FIRE ALARM SYSTEM,21,2017-05-02 15:32:05.469136,2015-11-16 00:00:00,Construction,2016-11-14 00:00:00,P.S. 128 - BROOKLYN,In-Progress,SCA CIP,27685,2
623,DSF: 0000800301,52386,68490,K128,INTERIOR FIRE ALARM SYSTEM,21,2015-07-17 00:00:00,2015-01-23 00:00:00,Design,2015-07-27 00:00:00,P.S. 128 - BROOKLYN,Complete,SCA CIP,35367,1
624,"DSF: 0000822174, 0000822175",93269,93269,K128,WINDOWS/EXT MASONRY,21,2017-05-02 15:32:05.469136,2015-06-17 00:00:00,Design,2015-11-18 00:00:00,P.S. 128 - BROOKLYN,In-Progress,SCA CIP,33242,1
625,DSF: 0000800301,14646,24173,K128,INTERIOR FIRE ALARM SYSTEM,21,2014-11-07 00:00:00,2014-08-21 00:00:00,Scope,2014-11-21 00:00:00,P.S. 128 - BROOKLYN,Complete,SCA CIP,14646,0
626,"DSF: 0000822174, 0000822175",19555,25535,K128,WINDOWS/EXT MASONRY,21,2014-12-10 00:00:00,2014-04-17 00:00:00,Scope,2014-09-02 00:00:00,P.S. 128 - BROOKLYN,Complete,SCA CIP,19555,0
627,DSF: 0000776750,277505,DIIT,K130,CLASSROOM CONNECTIVITY,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 130 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
630,"DSF: 0000779686, 0000803012, 0000803013",220780,545123,K130,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,15,2015-05-15 00:00:00,2014-12-22 00:00:00,Design,2015-05-26 00:00:00,P.S. 130 - BROOKLYN,Complete,SCA CIP,220348,2
631,"DSF: 0000779686, 0000803012, 0000803013",184355,147862,K130,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,15,2014-06-20 00:00:00,2014-02-21 00:00:00,Scope,2014-07-08 00:00:00,P.S. 130 - BROOKLYN,Complete,SCA CIP,181694,1
632,DSF: 0000776751,304442,DIIT,K131,CLASSROOM CONNECTIVITY,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 131 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
633,DSF: 0000800558,34649,35000,K131,FY15 RESO A TECHNOLOGY,15,2015-07-23 00:00:00,2015-05-26 00:00:00,Purch & Install,2015-06-17 00:00:00,P.S. 131 - BROOKLYN,Complete,DIIT - RESOA,34649,0
634,DSF: 0000777464,128617,FTK,K131,LL26-EXIT SIGNS,15,2017-05-02 15:32:05.469136,2015-05-01 00:00:00,Construction,FTK,P.S. 131 - BROOKLYN,In-Progress,Fast Track Projects,10238,3
637,DSF: 0000803025,5966,82386,K131,LIGHTING REPLACEMENT,15,2015-12-16 00:00:00,2015-09-01 00:00:00,Design,2016-01-04 00:00:00,P.S. 131 - BROOKLYN,Complete,RCT CIP,5966,1
638,DSF: 0000803025,1491,29078,K131,LIGHTING REPLACEMENT,15,2015-09-01 00:00:00,2015-09-01 00:00:00,Scope,2015-09-01 00:00:00,P.S. 131 - BROOKLYN,Complete,RCT CIP,1491,0
641,"DSF: 0000779700, 0000803027, 0000803029, 0000803030",270723,472696,K131,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,15,2015-08-10 00:00:00,2015-01-30 00:00:00,Design,2015-07-01 00:00:00,P.S. 131 - BROOKLYN,Complete,SCA CIP,6757,2
642,"DSF: 0000779700, 0000803027, 0000803029, 0000803030",204371,119630,K131,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,15,2014-11-12 00:00:00,2014-06-12 00:00:00,Scope,2014-10-28 00:00:00,P.S. 131 - BROOKLYN,Complete,SCA CIP,85090,1
643,DSF: 0000776752,415715,DIIT,K132,CLASSROOM CONNECTIVITY,14,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 132 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
644,DSF: 0000800559,77213,78000,K135,FY15 RESO A TECHNOLOGY,18,2015-10-29 00:00:00,2015-08-03 00:00:00,Purch & Install,2015-08-25 00:00:00,P.S. 135 SHELDON A. BROOKNER,Complete,DIIT - RESOA,77213,1
645,DSF: 0000803073,161882,DOES,K135,TOILETS - STUDENTS,18,2017-05-02 15:32:05.469136,2015-07-31 00:00:00,Construction,DOES,P.S. 135 - BROOKLYN,In-Progress,DOE - Skilled Trades,161882,3
646,DSF: 0000800561,82778,150000,K136,FY15 RESO A TECHNOLOGY,15,2017-05-02 15:32:05.469136,2015-08-04 00:00:00,Purch & Install,2015-08-26 00:00:00,SUNSET PARK PREP,In-Progress,DIIT - RESOA,82778,1
647,DSF: 0000775822,36952,93020,K136,LIGHTING REPLACEMENT,15,2015-10-09 00:00:00,2014-06-23 00:00:00,"CM, F&E",2015-03-19 00:00:00,I.S. 136 - BROOKLYN,Complete,RCT CIP,36952,1
648,DSF: 0000775822,1159285,1173091,K136,LIGHTING REPLACEMENT,15,2015-10-09 00:00:00,2014-06-23 00:00:00,Construction,2015-03-19 00:00:00,I.S. 136 - BROOKLYN,Complete,RCT CIP,1122334,2
649,DSF: 0000775822,57891,72349,K136,LIGHTING REPLACEMENT,15,2014-04-01 00:00:00,2014-01-23 00:00:00,Design,2014-05-23 00:00:00,I.S. 136 - BROOKLYN,Complete,RCT CIP,57891,1
650,DSF: 0000775822,17093,20671,K136,LIGHTING REPLACEMENT,15,2014-01-23 00:00:00,2014-01-23 00:00:00,Scope,2014-01-23 00:00:00,I.S. 136 - BROOKLYN,Complete,RCT CIP,17093,0
652,"DSF: 0000757249, 0000775639",28640,226665,K136,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,15,2017-05-02 15:32:05.469136,2015-11-04 00:00:00,"CM, F&E",2016-11-02 00:00:00,I.S. 136 - BROOKLYN,In-Progress,SCA CIP,28532,2
654,"DSF: 0000757249, 0000775639",2039694,2229202,K136,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,15,2017-05-02 15:32:05.469136,2015-11-04 00:00:00,Construction,2016-11-02 00:00:00,I.S. 136 - BROOKLYN,In-Progress,SCA CIP,101238,2
655,"DSF: 0000757249, 0000775639",107607,133043,K136,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,15,2014-05-23 00:00:00,2013-11-05 00:00:00,Design,2014-05-12 00:00:00,I.S. 136 - BROOKLYN,Complete,SCA CIP,107607,1
656,"DSF: 0000779760, 0000803089",77829,106998,K136,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,15,2015-11-19 00:00:00,2015-04-24 00:00:00,Design,2015-09-24 00:00:00,I.S. 136 - BROOKLYN,Complete,SCA CIP,10850,1
657,"DSF: 0000757249, 0000775639",26800,38435,K136,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,15,2013-10-21 00:00:00,2013-08-01 00:00:00,Scope,2013-10-31 00:00:00,I.S. 136 - BROOKLYN,Complete,SCA CIP,26800,0
658,"DSF: 0000779760, 0000803089",36039,27197,K136,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,15,2014-07-09 00:00:00,2014-04-24 00:00:00,Scope,2014-08-25 00:00:00,I.S. 136 - BROOKLYN,Complete,SCA CIP,2712,0
663,DSF: 0000800562,74249,75000,K137,FY15 RESO A TECHNOLOGY,23,2017-05-02 15:32:05.469136,2015-05-05 00:00:00,Purch & Install,2015-05-27 00:00:00,P.S. 137 - BROOKLYN,In-Progress,DIIT - RESOA,74249,1
664,DSF: 0000803113,118846,DOES,K137,TOILETS - STUDENTS,23,2017-05-02 15:32:05.469136,2015-01-30 00:00:00,Construction,DOES,P.S. 137 - BROOKLYN,In-Progress,DOE - Skilled Trades,112982,3
665,DSF: 0000779774,20812,103488,K137,ELECTRICAL LIGHTING FIXTURES,23,2015-12-29 00:00:00,2015-04-13 00:00:00,"CM, F&E",2016-01-07 00:00:00,P.S. 137 - BROOKLYN,Complete,RCT CIP,20812,1
666,DSF: 0000779774,502413,538608,K137,ELECTRICAL LIGHTING FIXTURES,23,2015-12-29 00:00:00,2015-04-13 00:00:00,Construction,2016-01-07 00:00:00,P.S. 137 - BROOKLYN,Complete,RCT CIP,467253,2
667,DSF: 0000779774,10232,39984,K137,ELECTRICAL LIGHTING FIXTURES,23,2014-12-30 00:00:00,2014-10-08 00:00:00,Design,2015-02-10 00:00:00,P.S. 137 - BROOKLYN,Complete,RCT CIP,10232,0
668,DSF: 0000779774,1985,14112,K137,ELECTRICAL LIGHTING FIXTURES,23,2014-10-08 00:00:00,2014-10-08 00:00:00,Scope,2014-10-10 00:00:00,P.S. 137 - BROOKLYN,Complete,RCT CIP,1985,0
669,DSF: 0000822146,153057,DOES,K138,TOILETS - STUDENTS,17,2017-05-02 15:32:05.469136,2015-07-14 00:00:00,Construction,DOES,P.S. 138 - BROOKLYN,In-Progress,DOE - Skilled Trades,145441,3
670,DSF: 0000777465,167121,FTK,K138,LL26-EXIT SIGNS,17,2017-05-02 15:32:05.469136,2014-03-25 00:00:00,Construction,FTK,P.S. 138 - BROOKLYN,In-Progress,Fast Track Projects,82982,3
671,"DSF: 0000754559, 0000757287, 0000779803",318590,377498,K138,ENCLOSED CORRIDOR/FIRE ALARM/VENTILATION-HVAC,17,2015-09-15 00:00:00,2014-04-10 00:00:00,"CM, F&E",2015-06-08 00:00:00,P.S. 138 - BROOKLYN,Complete,SCA CIP,305665,2
672,"DSF: 0000754559, 0000757287, 0000779803",3009787,2823186,K138,ENCLOSED CORRIDOR/FIRE ALARM/VENTILATION-HVAC,17,2015-09-15 00:00:00,2014-04-10 00:00:00,Construction,2015-06-08 00:00:00,P.S. 138 - BROOKLYN,Complete,SCA CIP,2740568,2
673,"DSF: 0000754559, 0000757287, 0000779803",328999,194771,K138,ENCLOSED CORRIDOR/FIRE ALARM/VENTILATION-HVAC,17,2013-12-20 00:00:00,2013-07-18 00:00:00,Design,2013-12-20 00:00:00,P.S. 138 - BROOKLYN,Complete,SCA CIP,297627,1
674,"DSF: 0000754559, 0000757287, 0000779803",95925,60215,K138,ENCLOSED CORRIDOR/FIRE ALARM/VENTILATION-HVAC,17,2013-07-18 00:00:00,2013-07-18 00:00:00,Scope,2013-07-18 00:00:00,P.S. 138 - BROOKLYN,Complete,SCA CIP,95042,1
675,DSF: 0000776239,223978,DIIX,K139,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 139 - BROOKLYN,In-Progress,DIIT - PBX Telephone,0,3
676,DSF: 0000776758,274650,DIIT,K139,CLASSROOM CONNECTIVITY,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 139 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
677,DSF: 0000776113,16930,DOES,K139,PLANYC OIL CONVERSION PROJECT,22,2017-05-02 15:32:05.469136,2013-07-17 00:00:00,Construction,DOES,P.S. 139 - BROOKLYN,In-Progress,DOE - Skilled Trades,14930,3
678,DSF: 0000779810,18680,184360,K139,ELECTRICAL LIGHTING FIXTURES,22,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,"CM, F&E",2016-08-14 00:00:00,P.S. 139 - BROOKLYN,In-Progress,RCT CIP,18551,1
679,DSF: 0000779810,872440,959510,K139,ELECTRICAL LIGHTING FIXTURES,22,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,Construction,2016-08-14 00:00:00,P.S. 139 - BROOKLYN,In-Progress,RCT CIP,140,2
680,DSF: 0000779810,8430,71230,K139,ELECTRICAL LIGHTING FIXTURES,22,2015-08-26 00:00:00,2015-06-19 00:00:00,Design,2015-10-19 00:00:00,P.S. 139 - BROOKLYN,Complete,RCT CIP,8430,1
681,DSF: 0000779810,4152,25140,K139,ELECTRICAL LIGHTING FIXTURES,22,2015-06-19 00:00:00,2015-06-19 00:00:00,Scope,2015-06-19 00:00:00,P.S. 139 - BROOKLYN,Complete,RCT CIP,4152,0
682,"DSF: 0000713170, 0000734499, 0000779813",707046,364445,K139,PARAPETS/EXT MASONRY/ROOF REPLACEMENT,22,2015-07-22 00:00:00,2013-07-15 00:00:00,"CM, F&E",2014-10-07 00:00:00,P.S. 139,Complete,SCA CIP,565300,2
683,"DSF: 0000713170, 0000734499, 0000779813",8106200,4860588,K139,PARAPETS/EXT MASONRY/ROOF REPLACEMENT,22,2015-07-22 00:00:00,2013-07-15 00:00:00,Construction,2014-10-07 00:00:00,P.S. 139,Complete,SCA CIP,5044276,2
684,"DSF: 0000713170, 0000734499, 0000779813",430093,289525,K139,PARAPETS/EXT MASONRY/ROOF REPLACEMENT,22,2013-05-15 00:00:00,2013-01-30 00:00:00,Design,2013-06-14 00:00:00,P.S. 139,Complete,SCA CIP,288242,2
685,"DSF: 0000713170, 0000734499, 0000779813",170692,80381,K139,PARAPETS/EXT MASONRY/ROOF REPLACEMENT,22,2013-01-28 00:00:00,2012-06-15 00:00:00,Scope,2012-10-31 00:00:00,P.S. 139,Complete,SCA CIP,156762,1
686,DSF: 0000776760,100275,DIIT,K142,CLASSROOM CONNECTIVITY,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,I.S. 448 -BROOKLYN,In-Progress,DIIT - Project Conne,0,3
687,DSF: 0000776759,100275,DIIT,K142,CLASSROOM CONNECTIVITY,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 146 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
688,DSF: 0000800564,34649,35000,K142,FY15 RESO A TECHNOLOGY,15,2015-08-27 00:00:00,2015-05-26 00:00:00,Purch & Install,2015-06-17 00:00:00,I.S. 448 -BROOKLYN,Complete,DIIT - RESOA,34649,0
689,DSF: 0000800563,34649,35000,K142,FY15 RESO A TECHNOLOGY,15,2015-11-20 00:00:00,2015-08-03 00:00:00,Purch & Install,2015-08-25 00:00:00,P.S. 146,Complete,DIIT - RESOA,34649,0
690,DSF: 0000754304,4530,DOES,K142,PLANYC OIL CONVERSION PROJECT,15,2017-05-02 15:32:05.469136,2011-07-06 00:00:00,Construction,DOES,I.S. 448 -BROOKLYN,In-Progress,DOE - Skilled Trades,2530,3
691,"DSF: 0000667873, 0000667875, 0000690215",182131,339710,K142,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,15,2015-07-31 00:00:00,2014-06-16 00:00:00,"CM, F&E",2015-03-12 00:00:00,P.S. 146 (@K142),Complete,SCA CIP,168035,2
692,"DSF: 0000667873, 0000667875, 0000690215",2027027,1691165,K142,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,15,2015-07-31 00:00:00,2014-06-16 00:00:00,Construction,2015-03-12 00:00:00,P.S. 146 (@K142),Complete,SCA CIP,1720530,2
693,"DSF: 0000667873, 0000667875, 0000690215",239097,132930,K142,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,15,2010-04-07 00:00:00,2009-10-26 00:00:00,Design,2010-03-26 00:00:00,P.S. 146 (@K142),Complete,SCA CIP,213211,1
694,"DSF: 0000667873, 0000667875, 0000690215",33444,44310,K142,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,15,2009-10-19 00:00:00,2009-07-23 00:00:00,Scope,2009-10-22 00:00:00,P.S. 146 (@K142),Complete,SCA CIP,31684,0
695,DSF: 0000822127,100291,DOES,K145,TOILETS - STUDENTS,32,2017-05-02 15:32:05.469136,2015-12-30 00:00:00,Construction,DOES,P.S. 145 - BROOKLYN,In-Progress,DOE - Skilled Trades,83422,3
696,DSF: 0000776762,17177,DIIT,K147,CLASSROOM CONNECTIVITY,14,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 147 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
697,DSF: 0000776763,171769,DIIT,K147,CLASSROOM CONNECTIVITY,14,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,BROOKLYN LATIN HS - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
698,DSF: 0000822137,143114,DOES,K147,TOILETS - STUDENTS,14,2017-05-02 15:32:05.469136,2015-06-17 00:00:00,Construction,DOES,P.S. 147 - BROOKLYN,In-Progress,DOE - Skilled Trades,79853,3
701,DSF: 0000757389,54371,56846,K147,SIDEWALK & MASONRY,14,2015-10-16 00:00:00,2014-06-17 00:00:00,Design,2014-10-31 00:00:00,P.S. 147 - BROOKLYN,Complete,SCA CIP,34645,1
702,DSF: 0000757389,19625,20063,K147,SIDEWALK & MASONRY,14,2014-02-19 00:00:00,2013-11-22 00:00:00,Scope,2014-02-26 00:00:00,P.S. 147 - BROOKLYN,Complete,SCA CIP,10949,0
703,DSF: 0000803236,126953,DOES,K148,BATHROOM UPGRADE,14,2017-05-02 15:32:05.469136,2015-07-01 00:00:00,Construction,DOES,K373 SPED - BROOKLYN,In-Progress,DOE - Skilled Trades,1106,3
704,DSF: 0000822128,202133,DOES,K148,TOILETS - STUDENTS,14,2017-05-02 15:32:05.469136,2015-07-22 00:00:00,Construction,DOES,K373 SPED - BROOKLYN,In-Progress,DOE - Skilled Trades,2026,3
705,DSF: 0000799542,10395,12566,K148,ELECTRICAL LIGHTING FIXTURES,14,2015-12-09 00:00:00,2015-06-17 00:00:00,"CM, F&E",2015-12-14 00:00:00,K373 SPED - BROOKLYN,Complete,RCT CIP,8620,0
